wmc,dit,noc,cbo,rfc,lcom,ca,ce,npm,lcom3,loc,dam,moa,mfa,cam,ic,cbm,amc,max_cc,avg_cc,bug
22,1,0,6,39,0,1,5,20,0.8265880492565354,386,0.6540351479425235,4,0.33759473463829875,0.29310259360653595,0,5,15.693517260562507,1,0.9050787447796851,1
52,1,0,13,113,0,4,9,46,0.8318660562648817,592,0.9502014775182914,3,0.0,0.19494549108874076,0,0,10.24568258109036,5,1.359477582289569,1
22,2,13,20,38,181,15,5,17,0.714285714,204,1.0,0,0.4,0.272727273,1,2,8.19054039083908,3,1.491773093103919,1
46,2,0,7,63,156,2,4,44,0.8198193593844731,892,0.8978929085067835,10,0.2666333257888256,0.3047983856282555,1,7,18.406410950978053,4,1.2315870733031844,1
8,2,0,4,13,28,2,2,8,1.0247444039224343,56,0.22807977194893247,0,0.5948548883775868,0.4318561782105644,1,2,5.654966761611918,1,0.7563406176601803,1
17,2,0,5,28,90,1,4,15,0.7878764012471321,233,0.8262651717404074,0,0.4266653741532196,0.34080738538063327,1,4,12.406376681894733,2,0.9287317634133962,1
7,3,0,21,34,0,1,20,6,0.39152199907036567,211,1.0,1,0.9065198674093943,0.27161216745895334,1,5,28.57754372394745,7,2.1988767669052,1
14,2,0,6,30,61,1,4,12,0.8196224829278158,227,0.5296571767904128,0,0.4828738136210445,0.3616373429550504,1,5,14.42649323665411,2,1.014636968319694,1
6,5,0,11,25,3,1,11,4,0.8255875172580048,254,0.832027739426656,2,0.961538462,0.4,1,6,40.57354137569992,10,3.25323065143336,1
9,2,0,4,14,25,1,3,7,0.7249961458003238,91,0.9500115616990056,0,0.5673599870459326,0.311111111,1,2,8.855537570934876,4,1.1888777070285572,1
6,2,0,2,16,0,0,2,4,0.6155262066835678,86,1.0,0,0.3029326107804125,0.356894758404655,0,0,13.048859541209618,1,0.7255800017918328,1
42,2,7,146,68,819,133,15,40,0.9593066032236561,465,0.10263189507339752,0,0.428571429,0.112244898,2,8,9.857142857,4,1.1667,1
3,1,0,23,4,0,23,0,3,0.1646058635671036,19,0.8902627576219309,0,0.20728145772769746,0.5799416098374071,0,0,5.219474484756138,1,0.5935272067823034,1
12,2,2,9,26,76,7,2,8,1.019801199930868,8338,0.5438954733388979,0,0.38267368208993247,0.22973419511756316,0,0,669.8088183715084,4,1.0810126612250972,1
17,1,0,6,35,8,3,5,9,0.609855345821297,401,0.9778267898142098,2,0.060976328010923064,0.23879473116807945,0,1,21.978411854412908,1,0.7795701931037697,1
4,3,0,3,9,8,1,2,4,1.5678036902365722,25,0.0,0,0.9430858886772877,0.5529672817060953,1,2,4.529672817060954,1,0.548308388777067,1
22,2,0,40,59,185,9,33,21,0.523809524,751,1.0,0,0.622641509,0.199300699,2,4,33.09090909,7,1.5909,1
23,1,0,9,51,86,4,4,15,0.7124147330767103,451,0.8492558853376232,2,0.0,0.19018977904228865,0,0,18.888828326993885,5,1.790756529370702,1
5,3,0,7,11,9,2,4,4,1.6238593246765731,44,0.376140675323427,0,0.9795198203184448,0.6012630727276004,2,3,7.724771864935314,1,0.8,1
2,4,0,9,12,1,0,9,2,2.0,44,0.0,0,0.9851283721657157,0.6677651518105844,1,4,21.0,1,0.7741161606313854,1
6,1,0,5,19,9,1,4,6,1.3156234594330773,203,0.5866084631754741,2,0.0,0.5832397579435828,0,0,32.2143478697758,2,1.413391536824526,1
9,1,2,10,18,33,6,4,6,0.9303983423737612,91,0.749595737676541,0,0.0972713833604939,0.3195377853011979,0,0,8.537855774339599,1,0.7983313361864224,1
3,4,0,12,12,5,0,12,3,2.0,58,0.0,0,0.9723005692979854,0.4539453909409886,2,4,14.780577833179041,3,1.2719184170461497,1
26,1,0,22,47,8,20,2,18,0.6920111323955498,1660,0.0653583941721151,1,0.0,0.24751795164936297,0,0,66.9827534097152,11,3.045729734054842,1
5,3,0,1,16,8,0,1,3,1.24795082,4275,0.0,0,0.926829268,0.333333333,0,0,805.2,2,0.8,1
6,7,1,8,16,0,3,6,4,0.2,94,1.0,0,0.97080292,0.4,4,10,14.5,3,1.1667,1
12,2,0,4,20,65,3,2,11,1.0853128348394578,97,0.3490923903721038,0,0.44793142149894677,0.3309088626496078,1,2,6.835454744574322,5,1.0922401132427244,1
81,2,0,171,150,2474,155,22,78,0.9381420404836202,1207,0.8024690803439568,12,0.19333594550151045,0.06965624868593394,0,0,13.461599934449257,5,1.3008097032701686,1
5,3,0,1,16,8,0,1,3,1.246296296,2125,0.0,0,0.926829268,0.333333333,0,0,397.0,2,0.8,1
4,3,0,1,15,6,0,1,3,1.333333333,2120,0.0,0,0.926829268,0.333333333,0,0,495.5,2,1.0,1
7,4,0,3,9,26,0,2,7,1.1097218435217253,30,0.23194709611597542,0,0.8657583812084086,0.4194279419758518,2,15,2.804587488579673,1,0.9337327146396659,1
27,2,0,9,51,306,1,9,27,0.866100899053518,294,1.0,0,0.5954581407524051,0.17465742476494062,0,2,9.228393030575468,1,0.9821302319041265,1
17,1,1,7,32,122,1,6,13,0.8231727807885725,163,1.0,1,0.0,0.22255707531752697,0,0,8.181026295903365,2,1.1486190837965433,1
21,1,0,8,42,188,1,8,20,0.4495004888101054,181,1.0,0,0.0,0.17196806410206683,0,0,7.500695077322899,5,1.1640615788672277,1
2,4,0,6,8,1,0,6,2,2.0,24,0.0,0,0.9797151896266847,0.748167828032233,1,5,10.518321719677669,1,0.5,1
1,1,0,6,2,0,4,1,1,1.8241443189117175,203,0.0,0,0.0,0.05457590102269325,0,0,2.5241354222995627,0,0.2319475793464463,1
2,1,0,2,2,1,2,0,2,2.0,2,0.0,0,0.0,0.9237861385118984,0,0,0.0,1,1.0,1
2,1,0,4,2,1,2,2,2,2.0,3,0.0,0,0.0,0.6994601539869635,0,0,0.8935218478435618,1,0.7021593840521461,1
19,1,0,7,36,6,1,6,15,0.6874285094415625,331,0.9285249518657018,3,0.19655638236931994,0.22658366777269143,0,2,16.24694556449265,1,0.9180476745796798,1
9,2,0,9,23,36,9,9,0,2.0,82,0.0,0,0.529411765,0.444444444,0,0,8.111111111,1,0.8889,1
5,1,0,2,6,11,1,2,5,1.480672886506723,16,0.3462180756621848,0,0.48470530592705874,0.5265264138933146,0,1,1.9334446643785992,1,0.6717546458960246,1
37,2,0,21,61,598,7,19,34,0.9315934472193841,334,1.0,2,0.372617818800882,0.14360120874884036,0,0,7.672989039641457,5,1.2145395132040455,1
4,1,0,6,16,3,1,6,4,0.35473238128515233,81,0.12839428945412523,0,0.07336816534733115,0.41452676213296646,0,0,19.089507138182345,2,1.2179014276364688,1
6,1,0,2,11,6,2,0,1,1.076381616423651,299,0.45937651243583966,0,0.0,0.4803348439936453,0,0,38.512023873631456,1,0.7939428134773281,1
2,5,0,5,9,1,0,5,2,2.0,43,0.0,0,0.982142857,0.75,2,7,20.36216940856437,1,0.5,1
11,2,0,7,20,35,3,4,9,0.8,112,0.5,0,0.55,0.257575758,1,4,9.052580628871345,2,1.0909,1
4,1,3,8,11,0,5,3,3,0.0,38,1.0,0,0.24126138657262916,0.48286495834001214,0,0,8.455620499919855,1,0.9314598333600486,1
11,2,0,5,21,49,2,3,9,0.933333333,107,0.333333333,0,0.578947368,0.522727273,1,6,8.454545455,2,0.8182,1
5,6,0,5,13,0,1,5,3,0.7071708752017847,129,0.5428291247982153,0,0.979020979,0.366666667,1,1,24.6,17,4.0,1
4,5,0,2,8,6,1,1,4,2.0,20,0.0,0,1.0,0.666666667,0,0,4.0,0,0.0,1
4,3,0,1,15,6,0,1,3,1.333333333,1166,0.0,0,0.926829268,0.333333333,0,0,271.25,2,1.0,1
15,4,0,17,50,33,3,16,13,0.7472028825527367,592,0.7450597728302111,1,0.7276157027835898,0.22386790107488302,1,9,37.37450013393766,8,2.4769112704649516,1
3,3,0,4,4,3,0,4,3,1.5,10,0.0,0,0.95,0.5,1,6,2.0,1,0.6667,1
2,1,0,8,19,0,3,5,2,1.4320059106689003,111,0.3549963058319373,1,0.0,0.5443745382289922,0,0,53.85499630583194,3,1.9199852233277492,1
14,1,17,66,88,82,27,55,13,0.9722304629015627,577,0.30206788205957,0,0.06243151329284027,0.18836779803432616,0,0,39.645587677540554,7,1.963929793573487,1
7,4,2,14,16,2,7,8,5,0.4478429065474651,75,1.0,0,0.9430106135203093,0.33426892491179905,2,6,8.875782911627008,1,0.8797649477270676,1
5,2,1,5,15,2,1,4,4,0.6419031408980538,110,0.5338062817961075,0,0.8129235196784381,0.5,0,3,20.667612563592215,8,2.2270450254368863,1
2,4,0,12,13,1,0,12,2,2.0,43,0.0,0,0.989690722,0.6,2,4,20.599821746088818,2,1.0,1
3,3,0,7,7,3,2,5,3,1.5,26,0.0,0,0.953488372,0.555555556,1,1,7.333333333,1,0.6667,1
3,2,0,7,15,3,2,5,3,1.2299940426977447,180,0.0,1,0.4489040349343988,0.47833101651135046,0,5,58.20667858460451,3,2.1066957714843877,1
86,1,0,100,300,2762,46,54,48,0.915174290545845,3470,1.0,5,0.0,0.16367056888342035,0,0,39.072121527798444,35,2.23256830478027,1
11,2,0,7,25,33,1,5,10,0.7345104433708661,166,0.3491226309528058,0,0.7025296087275761,0.27830408791538597,1,2,13.739173768898445,3,1.2299198094726556,1
11,2,0,4,22,43,0,4,9,0.85,117,0.5,0,0.578947368,0.522727273,1,6,9.454545455,2,0.8182,1
13,1,1,11,42,24,5,7,11,0.6817209343048853,594,0.9385757956763372,0,0.2489296701537913,0.3039262296927612,1,1,43.137138145947134,8,2.3976909933281045,1
1,1,0,2,1,0,2,0,1,2.0,1,0.0,0,0.0,1.0,0,0,0.0,1,1.0,1
52,1,0,13,113,0,4,8,47,0.8318005344965124,589,0.9586858693997737,3,0.0,0.19821598435620008,0,0,10.083013649477927,5,1.3694823771962132,1
19,1,13,36,35,164,35,3,18,0.8433562180645089,140,0.9941393612211675,0,0.0034073481281822193,0.2391926450129525,0,0,5.94844230390167,1,1.0493986984612917,1
77,4,1,35,205,2602,6,32,66,0.9259777325957604,2409,0.9786503483942914,8,0.6164911083040808,0.133100933001065,2,15,29.69999813396163,11,2.204114395436968,1
9,4,5,13,23,6,6,8,8,0.5408312184862407,123,0.0,1,0.8650395817529948,0.355555556,3,11,12.604690735356423,6,1.7778,1
2,1,0,6,8,1,0,5,1,2.0,27,0.0,0,0.26807295202734915,0.5336686862200942,0,0,12.865325255119624,1,0.5,1
8,3,0,3,15,26,2,1,7,0.857142857,219,0.25,1,0.9,0.342857143,1,1,25.875,3,1.125,1
9,1,1,14,67,18,3,10,3,0.753579901373924,415,0.7249406905629587,1,0.0,0.29250095475483734,0,0,40.710444777397974,9,2.0563968016144307,1
8,3,0,15,59,22,0,15,6,1.3841511065533123,558,0.4873239072816207,0,0.6702179049850021,0.39266368077314756,1,3,67.80471289801527,1,0.9452871019847388,1
2,5,0,5,8,1,0,5,2,2.0,34,0.0,0,0.98245614,0.75,1,6,16.0,1,0.5,1
1,4,0,1,2,0,0,1,1,2.0,4,0.0,0,1.0,1.0,0,0,3.0,0,0.0,1
8,3,4,15,24,4,10,5,8,0.48017691195441836,122,0.0,0,0.7980961696848864,0.35189589137885724,2,6,12.925827494586448,4,1.5366858040803137,1
2,2,0,5,12,1,0,4,2,2.0,47,0.0,0,0.8967009082404614,0.7198599467011415,0,0,22.600466844329528,1,0.8014005329885847,1
3,3,0,17,24,1,0,17,3,1.106953859032922,126,0.5358276844730813,0,0.963281620043157,0.42062988048378647,2,9,35.611602155985004,3,1.4641723155269188,1
6,3,0,15,22,0,0,15,4,0.5806899606108124,153,1.0,3,0.837226704941092,0.31827072682676205,1,3,21.128180493649946,5,1.6452440120173482,1
18,1,0,10,46,88,7,2,13,0.895419070665977,453,0.9249381771401788,1,0.0,0.2227795007839997,0,0,25.21702896146017,7,2.1826848449155607,1
8,2,0,8,18,0,1,7,7,0.18904083222381152,67,1.0,1,0.6134244993342869,0.3573977172268971,0,0,7.004047739034247,1,0.7623163713848482,1
13,1,0,5,49,64,3,2,0,0.916666667,699,0.833333333,0,0.0,0.3125,0,0,52.30769231,16,2.4615,1
0,1,0,6,0,0,5,1,0,2.0,212,0.0,0,0.0,0.0,0,0,0.0,0,0.0,1
4,1,0,7,12,3,5,2,3,0.5965874705922969,43,0.6022750196051354,1,0.17898128430898697,0.2883531323519258,0,0,7.727280062736433,1,0.6306825058815406,1
10,2,0,4,14,45,2,2,10,1.111111111,62,0.34547036311103196,0,0.272727273,0.32,0,0,4.927177819479453,1,0.8,1
5,2,0,5,16,1,1,5,3,0.5370092193042049,138,0.6173210409277268,0,0.8600142769918467,0.46871438916415353,1,3,26.43685900354691,14,3.387713665484363,1
2,1,0,4,2,1,4,0,2,2.0,2,0.0,0,0.0,0.7997719721366641,0,0,0.0,1,1.0,1
13,1,0,3,49,64,1,2,0,0.916666667,699,0.833333333,0,0.0,0.3125,0,0,52.30769231,16,2.4615,1
37,1,0,11,58,580,7,4,35,0.8735971336377617,405,1.0,2,0.12103457391808649,0.25250936193400697,0,0,9.427283413102392,7,1.2896728794503574,1
1,2,0,0,2,0,0,0,1,2.0,4,0.0,0,0.9270009679242953,1.0,0,0,3.0,0,0.0,1
6,1,0,6,20,1,2,5,6,0.6380128609158322,146,0.546004286971944,0,0.26835834051632595,0.37821403056309655,0,0,20.182237422968427,1,0.7374730702374406,1
5,1,0,8,24,1,0,8,3,0.640338882676748,117,0.15796670562357873,1,0.1397397781123838,0.37224241968582733,0,0,21.86318668224943,6,2.010439953251706,1
33,4,11,46,124,203,21,24,20,0.860884979519804,2406,0.9436421148886446,2,0.7849844768869935,0.16818856262989917,2,21,72.27867056205275,17,3.359737088697489,1
14,1,1,12,38,57,6,5,12,0.7333233679573732,258,0.30113144959779226,1,0.17476378760545747,0.2595094662643412,0,0,16.892824159655113,7,1.6235856880027597,1
3,3,0,6,7,3,1,5,3,1.5,25,0.0,0,0.9524796501786139,0.555555556,1,1,7.029708144008964,1,0.6667,1
9,2,0,4,14,29,1,4,9,0.8884051347463158,105,0.466773592313697,3,0.4918423474314701,0.36224055698246027,1,2,9.671351484969971,1,0.7832329966649709,1
42,1,7,131,69,817,118,14,39,0.9544341876923833,470,0.21494213527171135,0,0.3738370788158793,0.11303953142289191,1,6,9.954448368481007,4,1.2183856468271796,1
11,2,0,5,21,49,2,3,9,0.8644943640876451,106,0.4710112716507773,0,0.578947368,0.522727273,1,6,8.438733421370781,2,0.8182,1
32,4,0,17,127,14,2,16,24,0.8274537992933836,1461,0.8773907993145921,3,0.724526022216498,0.19218518600088297,1,6,70.8651033882228,21,3.244668262911156,1
26,1,0,4,36,193,1,2,25,0.8520967793524142,388,0.9126234093228929,0,0.10011901015085184,0.33723274807112913,0,1,13.329458682463052,9,1.6328571174322253,1
4,1,0,1,5,0,1,0,4,0.8122397777059422,29,0.7590400951311905,0,0.0,0.5012053460054386,0,0,5.248191980973762,1,0.7518080190262381,1
13,3,0,4,27,9,1,3,12,0.5542970149623031,260,0.6515641779726643,1,0.7017812227816116,0.28088955208419714,1,5,18.755290014585338,4,1.729586521467832,1
2,4,0,8,8,0,1,7,2,1.4737748601783143,55,0.26311256991084286,0,0.976317172463679,0.625,0,0,26.842218575222894,1,0.8946688548662642,1
4,3,0,3,7,6,1,2,4,1.333333333,18,0.0,0,0.96,0.5,1,3,3.25,1,0.25,1
10,1,1,6,41,0,3,3,7,0.333333333,437,0.666666667,1,0.0,0.475,0,0,42.4,1,0.8,1
51,1,0,14,110,1276,10,5,50,0.92995865320164,715,0.5621746938186376,0,0.019950055990060223,0.10997723651600241,0,0,12.892641346208737,2,1.0,1
3,1,0,4,6,0,3,0,2,0.7577115196883354,65,0.0,0,0.0,0.539557302670683,0,0,18.446197759287625,0,0.14871771317056498,1
6,1,0,3,16,0,1,2,5,0.3,69,0.0,0,0.0,0.6,0,0,10.16666667,3,1.3333,1
11,1,15,23,24,39,19,4,8,0.7175617332101427,163,1.0,0,0.1340041071828218,0.32148792408197424,0,0,13.185227351084677,4,1.351051823095753,1
4,1,0,3,5,1,3,0,3,0.9523821161923655,79,0.1381993648737911,0,0.0,0.5745337568998734,0,0,15.292553140636944,0,0.2763987297475822,1
2,1,0,7,11,0,1,6,2,0.7988113332787654,52,0.6005943333606173,0,0.5543947692097548,0.6416419029097762,0,0,25.0,3,1.8002971666803087,1
4,1,0,6,4,6,5,1,4,2.0,4,0.0,0,0.0,0.5671893140846568,0,0,0.0,1,1.0,1
44,1,1,17,84,859,8,13,37,0.9076520087894285,520,1.0,3,0.0,0.1372427126830651,0,0,10.318660115388811,4,1.2874243236865732,1
15,2,0,19,71,72,3,16,13,0.8216647765732167,475,0.25151825854708487,0,0.46288806246329084,0.1930321894281223,1,3,31.806313586932518,4,1.6367070273545905,1
5,1,0,1,6,0,1,0,5,0.5,29,1.0,0,0.0074063193300527574,0.7984316029646625,0,0,4.6,1,0.7952948088939877,1
13,1,0,3,49,64,1,2,0,0.916666667,699,0.833333333,0,0.0,0.3125,0,0,52.30769231,16,2.4615,1
13,2,0,6,30,53,1,4,11,0.732023998314161,203,0.666666667,0,0.5,0.3136251779817743,1,4,14.21898550843173,2,1.0919349303901784,1
3,3,0,18,27,5,1,17,3,2.0,160,0.0,0,0.9509019890025527,0.4069404785356084,1,3,39.972966514357225,5,1.8367559816951047,1
6,1,0,9,18,15,8,1,4,1.854542002643155,102,0.11636639788547609,0,0.0,0.3444158471729912,0,0,15.78389097502307,4,2.6199654827565566,1
15,1,0,6,33,106,5,1,14,1.0391734443638545,342,0.09127514575440421,0,0.07171618597596763,0.16636972233207292,0,1,20.569127736139855,5,1.6902286331984349,1
48,2,3,29,78,1010,14,18,41,0.7522051566876529,578,0.9365627842936955,3,0.3732897622913269,0.19909262344782164,1,4,10.63390381861772,8,1.2781910818192765,1
5,2,0,6,24,8,2,4,2,1.1220256795549304,198,0.29265810652236507,0,0.7943577187069615,0.42291640486230975,0,0,38.248810271821974,1,1.1511897281780277,1
20,6,1,53,101,50,8,46,13,0.831578947,1170,1.0,1,0.838983051,0.225,3,8,57.00833197187106,8,2.6,1
4,1,0,6,25,3,1,5,2,0.6343209002882453,121,1.0,0,0.15525967990590306,0.4,0,0,27.835552400705726,5,2.046221670123502,1
20,2,0,8,39,35,1,6,20,0.7776413373667214,395,0.9737538045383827,4,0.3954551938698089,0.2667232486294541,1,6,17.977887284129793,9,2.2457813460500127,1
3,3,0,0,4,1,0,0,2,0.5,1248,1.0,0,0.974358974,1.0,0,0,414.6666667,1,0.3333,1
5,3,0,8,11,8,1,6,4,0.6213789245768783,58,0.9190807169487478,0,0.9105719576700533,0.4040459641525626,1,5,10.583816143389749,2,1.0161838566102503,1
18,1,0,6,36,5,2,5,12,0.6501971026972986,394,0.9496274776543548,3,0.1429929667885993,0.27191989656578114,0,2,20.155456914903578,1,0.8156857691387214,1
1,1,0,6,1,0,6,1,1,2.0,1,0.0,0,0.0,1.0,0,0,0.0,1,1.0,1
6,2,0,19,41,0,0,19,5,0.3728962869410094,286,1.0,2,0.6492306223078415,0.291161588027463,1,5,44.09630798296822,6,2.3038840550553927,1
12,2,0,10,30,39,2,9,12,0.7468849566759123,154,0.8269501367311072,0,0.7958898464059161,0.29069249550894694,0,2,10.835250470252113,1,0.7817202267295607,1
3,3,0,0,4,1,0,0,2,0.5,234,1.0,0,0.974358974,1.0,0,0,76.66666667,1,0.3333,1
2,1,0,11,2,1,10,0,2,1.679513961327334,6,0.0,0,0.359027922654668,0.7863426410985467,0,0,1.436111690618672,0,0.640972077345332,1
6,1,0,3,15,7,1,2,4,0.7911240281817181,217,1.0,0,0.10651166181938343,0.6142561666044155,0,0,33.82316320409911,3,1.2385421158971741,1
14,2,5,11,32,74,5,5,11,0.8111130059252156,180,0.9558251091302254,0,0.6363175513023559,0.22073947101037902,1,1,10.640437619977963,3,0.9610771714066915,1
5,5,0,8,8,10,3,5,4,2.0,57,0.0,0,0.9765625,0.45,1,4,10.4,4,1.2,1
2,4,0,5,7,1,0,5,2,2.0,614,0.0,0,0.976190476,1.0,0,0,306.0,1,0.5,1
12,2,0,8,20,24,7,1,12,2.0,156,0.0,0,0.6467439343355025,0.46351266344080044,1,14,12.07470794750283,2,1.0,1
4,3,0,6,17,1,1,6,4,0.6414061277249583,143,0.5,0,0.8843285904516893,0.5,1,4,30.051539732429923,12,3.318124118674707,1
7,2,0,11,45,0,1,9,5,0.7814656959945663,915,0.3273048475732159,0,0.4370341716167932,0.3762718877663069,1,4,123.09479367719837,6,1.9916962210005358,1
84,3,5,23,189,22,6,17,57,0.9220786147076967,2571,0.9750230532235356,2,0.5383723848168767,0.16922949493422906,1,23,36.34109639596869,12,2.3004767412845335,1
90,2,14,51,122,3176,44,10,83,0.9467707196519128,1392,0.6172578010966483,18,0.3369566658906699,0.202294114412463,1,9,13.853989070824522,6,1.2726954708718572,1
31,2,0,31,58,401,6,26,29,0.9584726011408297,449,0.3737465885365435,2,0.43691538195371393,0.2106827147809495,1,3,13.180759432106544,6,1.3864995995512261,1
7,1,0,1,8,21,0,1,7,1.142271001590834,31,0.5731869960811246,0,0.4979485042874794,0.4390267140917147,0,1,3.2438931453403934,1,0.7352022060807692,1
5,3,0,21,38,0,0,21,4,0.43675344222915313,202,1.0,1,0.923656264334855,0.3509018214102276,1,7,34.898672541141934,4,1.7891992229497675,1
32,3,1,16,81,354,6,11,28,0.8806014287166752,653,0.9951305493588243,2,0.8248936935238765,0.1874990318978572,2,18,18.989852002786154,9,1.7957453391141658,1
12,2,0,4,24,46,0,4,10,0.818181818,141,0.5,0,0.55,0.5,1,6,10.58333333,2,0.8333,1
2,3,0,4,4,1,1,3,2,2.0,14,0.0,0,0.976190476,0.75,1,1,5.5,1,0.5,1
10,2,0,4,18,39,2,3,8,0.8614146008376885,78,0.32103837020868625,0,0.5040983209304379,0.2922471810449113,1,2,6.511065466523248,1,0.7036884888410826,1
1,2,0,7,2,0,3,5,1,2.0,10,0.0,0,0.45047046410498304,1.0,0,0,9.900940928209966,0,0.0,1
1,2,0,8,7,0,2,6,1,2.0,30,0.0,0,0.9198306293018009,0.6378166895675426,0,0,14.722155952504071,1,0.96582216115322,1
6,2,0,3,26,4,1,2,6,0.74569041542336,465,0.0,0,0.7448770305726822,0.4493229606789549,1,1,67.26910042484889,2,1.0,1
30,3,0,24,96,196,14,9,19,0.860478405674631,2226,0.7505470935317924,1,0.5775211346157052,0.21722789216139227,1,22,78.34835587147727,16,3.6131027381856624,1
5,2,0,4,10,9,1,3,5,1.1110553531124394,39,0.4938581371597559,0,0.4960190255834392,0.5600735279693552,1,2,6.240294111383562,1,0.8987716274319512,1
13,1,16,23,30,42,18,5,7,0.7273969032106763,194,1.0,0,0.07325194825198891,0.31494513113929035,0,0,13.021356016796485,3,1.187709542837709,1
9,3,0,21,45,6,1,20,8,0.375,217,0.0,1,0.960784314,0.238095238,2,6,23.0,2,1.0,1
1,4,0,1,2,0,0,1,1,2.0,4,0.0,0,1.0,1.0,0,0,3.0,0,0.0,1
9,2,0,4,24,0,0,3,7,0.3951259597777374,531,0.8703770904942403,0,0.5867005548648581,0.2975644196530658,1,2,56.51765146996407,3,1.2469100387902214,1
1,1,0,3,1,0,1,1,1,2.0,1,0.0,0,0.0,1.0,0,0,0.0,1,1.0,1
17,2,0,11,33,123,2,9,14,0.8,154,1.0,3,0.35010828022198975,0.20620937253493676,0,0,7.393523771052077,3,1.1216503043606045,1
6,3,0,27,59,0,2,26,5,0.645294468824493,377,1.0,2,0.9136021901869537,0.3002769151481248,1,5,58.825338395432524,12,3.5,1
56,2,1,22,84,714,15,7,56,0.7418373007829961,839,0.8260298059659371,1,0.363636364,0.160714286,1,4,13.875,9,1.5714,1
19,2,0,5,32,134,2,3,17,0.8162614314743005,309,0.8519228947217746,0,0.392857143,0.32887803572428614,1,5,14.295588973654874,3,1.0603948236323295,1
2,1,0,2,2,1,1,0,2,2.0,2,0.0,0,0.0,0.7049833688275099,0,0,0.0,1,1.0,1
12,2,0,3,27,0,2,0,12,0.30669231415285997,139,0.9709181022472622,0,0.5048469829394017,0.38603897437282536,0,0,9.658905776482795,1,0.7313453559228259,1
26,1,1,14,86,315,9,5,23,0.884444444,1122,0.888888889,6,0.0,0.22,0,0,41.80769231,40,5.0,1
10,1,1,6,41,0,3,3,7,0.333333333,437,0.666666667,1,0.0,0.475,0,0,42.4,1,0.8,1
7,2,0,5,21,2,0,5,5,0.5217831978079756,138,1.0,2,0.3475176144292766,0.32594567069124475,1,1,17.59663046267997,3,1.3129333540629313,1
5,3,0,29,45,3,1,28,4,0.5244816121048796,267,0.9836789252634136,0,0.9334139309063816,0.3344214046545461,1,6,52.077047903705456,4,1.830466550210786,1
29,1,0,2,60,323,2,0,23,0.8749237899567706,775,0.21640104672849939,0,0.2253432386037051,0.3804636907250418,0,1,24.732584735697387,6,2.3663510856846055,1
4,4,0,2,8,6,1,1,4,2.0,20,0.0,0,1.0,0.666666667,0,0,4.0,0,0.0,1
11,3,0,4,21,3,1,3,10,0.6425708204464233,148,0.31069246971121445,0,0.8841529441590565,0.2837180387554269,2,13,11.51829603040627,2,1.0134858667698319,1
13,3,0,41,36,22,37,5,12,0.416666667,330,0.0,0,0.865853659,0.182692308,2,22,24.30769231,13,2.4615,1
10,2,0,5,16,45,4,1,10,1.8971169924438953,143,0.02020916220212934,0,0.654877989015076,0.769686256696806,1,13,13.025492213084258,2,1.0730510822034607,1
8,2,0,5,20,2,2,4,7,0.7653681509405899,148,0.5692161341694132,0,0.5981851980829028,0.3553325301295875,1,2,16.4346196957776,1,0.7404394968647006,1
3,3,0,6,7,0,1,5,3,0.06229179813006269,28,0.9377082018699373,0,0.9178912812514374,0.5347175952291172,0,0,8.271041534869937,1,0.6667,1
3,5,0,7,9,4,1,6,2,1.6729480852696672,40,0.4905778718502103,0,0.9848233621064402,0.511790726852037,2,3,10.575429290838674,1,0.830209604687675,1
12,2,0,4,24,46,0,4,10,0.818181818,141,0.5,0,0.55,0.5,1,6,10.58333333,2,0.8333,1
6,1,0,6,25,0,1,5,5,0.2596815322469906,154,1.0,1,0.5569270262470749,0.35767437054227275,0,0,21.426279475298674,5,1.5735996109124852,1
1,2,0,8,5,0,2,5,1,2.0,29,0.0,1,0.5859232742713553,0.7692927106633709,0,0,17.00107365149843,1,0.6152194382310109,1
81,2,8,33,148,3107,27,7,73,0.8558672963211322,1019,0.923436594803347,2,0.5392084589084476,0.08286095363305523,1,17,11.310489005846177,6,1.3083638107247535,1
7,4,0,22,43,1,1,21,7,0.3851132434440372,250,0.6238958362916385,2,0.582695167763112,0.29701302046354516,2,3,33.8069504938388,8,2.094774686871455,1
29,1,1,9,53,325,5,4,27,0.9874104276797161,688,0.2978930011809644,0,0.19634878087965119,0.36350933326542534,0,2,22.07201072421232,8,1.6144431960141774,1
45,1,0,3,83,990,0,3,37,1.022727273,1526,0.0,0,0.0,0.172222222,0,0,32.73004815165115,10,1.6,1
3,3,0,0,4,1,0,0,2,0.5,234,1.0,0,0.974358974,1.0,0,0,76.66666667,1,0.3333,1
3,3,0,0,4,1,0,0,2,0.5,1256,1.0,0,0.974358974,1.0,0,0,417.6149571037479,1,0.3333,1
17,1,0,30,87,93,7,24,14,0.5255919437042008,470,0.7751076755893387,1,0.4138863433241728,0.14117820298721162,0,2,25.758685594144975,2,1.1896555007411758,1
2,3,0,0,3,1,0,0,2,2.0,1243,0.0,0,0.974358974,1.0,0,0,620.5,1,0.5,1
58,1,0,20,128,1279,13,9,51,0.9181257337997916,1225,0.6980583360736728,1,0.0594904832734156,0.13282105317116225,0,1,19.51670395268746,12,1.6214445818333123,1
3,3,0,0,4,1,0,0,2,0.5,1248,1.0,0,0.974358974,1.0,0,0,414.6666667,1,0.3333,1
